epoch;loss;val_loss
0;0.20851698517799377;0.19295117259025574
1;0.18415740132331848;0.18138088285923004
2;0.18055886030197144;0.17925257980823517
3;0.17828606069087982;0.17554132640361786
4;0.17658060789108276;0.17788557708263397
5;0.17640243470668793;0.17215599119663239
6;0.1648990660905838;0.1617438793182373
7;0.16094230115413666;0.1647672802209854
8;0.160318061709404;0.1624370515346527
9;0.15955431759357452;0.15821318328380585
10;0.15971948206424713;0.15868741273880005
11;0.15860621631145477;0.15864886343479156
12;0.15815526247024536;0.15824905037879944
13;0.15820515155792236;0.15837551653385162
14;0.15723176300525665;0.1564946323633194
15;0.15692812204360962;0.15695072710514069
16;0.15695662796497345;0.1556466966867447
17;0.15632323920726776;0.15589481592178345
18;0.15593644976615906;0.15557946264743805
19;0.15568803250789642;0.15506654977798462
